"Page Identifier","Page Identifier","duplicate (36-/home/vasily/dev/magento/app/code/core/Mage/Cms//Model/Mysql4/Page.php, 36-/home/vasily/dev/magento/app/code/core/Mage/Cms//Model/Mysql4/Page.php)"
"Such a block identifier in selected store","Such a block identifier in selected store","duplicate (37-/home/vasily/dev/magento/app/code/core/Mage/Cms//Model/Mysql4/Block.php, 37-/home/vasily/dev/magento/app/code/core/Mage/Cms//Model/Mysql4/Block.php)"
