"Can't create index directory : %s","Не могу создать индекс директории: %s"
"Manufacturer: %s","Производитель: %s"
"Score: %s","Оценка: %s"
"Search Results","Результаты поиска"
"Search results for: %s","Результаты поиска по запросу: %s"
"Search Results for: '%s'","Результаты поиска по запросу: '%s'"
"Shoe Type: %s","Фасон ботинок: %s"
"SKU: %s","Код товара: %s"
"There are no products under search term '%s'","Не найдено товаров по запросу '%s'"
