Remove,Remove
Back,Back
ID,ID
Customers,Customers
Store,Store
Website,Website
"All Websites","All Websites"
Dynamic,Dynamic
Static,Static
"Customer Group","Customer Group"
"All Customer Groups","All Customer Groups"
Created,Created
Comment,Comment
Date,Date
Balance,Balance
"Balance History","Balance History"
Unlimited,Unlimited
Amount,Amount
Expires,Expires
"You have been unsubscribed.","You have been unsubscribed."
Rate,Rate
"Reward Points","Reward Points"
"Reward Points History","Reward Points History"
"Expired reward","Expired reward"
"No Data","No Data"
"Currency Amount","Currency Amount"
"Reward Points Threshold","Reward Points Threshold"
"Reward Points Cap","Reward Points Cap"
"Delete Orphan Points","Delete Orphan Points"
"Update Reward Points Balance","Update Reward Points Balance"
"Update Points","Update Points"
"Enter a negative number to subtract from the balance.","Enter a negative number to subtract from the balance."
"Reward Points Notifications","Reward Points Notifications"
"Subscribe for balance updates","Subscribe for balance updates"
"Subscribe for points expiration notifications","Subscribe for points expiration notifications"
"Reward Exchange Rates","Reward Exchange Rates"
"Add New Rate","Add New Rate"
"Edit Reward Exchange Rate","Edit Reward Exchange Rate"
"New Reward Exchange Rate","New Reward Exchange Rate"
"Reward Exchange Rate Information","Reward Exchange Rate Information"
Direction,Direction
"Use my reward points; %1 are available.","Use my reward points; %1 are available."
"Learn more...","Learn more..."
"This applies only to registered users and may vary when a user is logged in.","This applies only to registered users and may vary when a user is logged in."
"You removed the orphan points.","You removed the orphan points."
"Manage Reward Exchange Rates","Manage Reward Exchange Rates"
"You saved the rate.","You saved the rate."
"We cannot save Rate.","We cannot save Rate."
"You deleted the rate.","You deleted the rate."
"Please enter all Rate information.","Please enter all Rate information."
"Please enter a positive integer number in the left rate field.","Please enter a positive integer number in the left rate field."
"Please enter a positive number in the right rate field.","Please enter a positive number in the right rate field."
"Please enter a positive integer number in the right rate field.","Please enter a positive integer number in the right rate field."
"Please enter a positive number in the left rate field.","Please enter a positive number in the left rate field."
"Sorry, but a rate with the same website, customer group and direction or covering rate already exists.","Sorry, but a rate with the same website, customer group and direction or covering rate already exists."
"You removed the reward points from this order.","You removed the reward points from this order."
"Reward points will not be used in this order.","Reward points will not be used in this order."
"You saved the settings.","You saved the settings."
"Failed to unsubscribe","Failed to unsubscribe"
"%1 Reward points (%2)","%1 Reward points (%2)"
