Amex,Amex,"duplicate (322-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Api/Abstract.php, 322-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Api/Abstract.php)"
Authorization,Authorization,"duplicate (32-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Source/PaymentAction.php, 32-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Source/PaymentAction.php)"
Discover,Discover,"duplicate (322-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Api/Abstract.php, 322-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Api/Abstract.php)"
"Invalid data","Invalid data","duplicate (65-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Express/Review.php, 65-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Express/Review.php)"
MasterCard,MasterCard,"duplicate (322-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Api/Abstract.php, 322-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Api/Abstract.php)"
N/A,N/A,"duplicate (179-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Api/Nvp.php, 179-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Api/Nvp.php)"
Order,Order,"duplicate (33-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Source/PaymentAction.php, 33-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Source/PaymentAction.php)"
"Paypal Checkout","Paypal Checkout","duplicate (39-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Block/Link/Shortcut.php, 39-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Block/Link/Shortcut.php)"
"Please select a valid shipping method","Please select a valid shipping method","duplicate (132-/home/vasily/dev/magento/app/code/core/Mage/Paypal//controllers/ExpressController.php, 132-/home/vasily/dev/magento/app/code/core/Mage/Paypal//controllers/ExpressController.php)"
"Problem during communication with PayPal","Problem during communication with PayPal","duplicate (126-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Express.php, 126-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Express.php)"
Sale,Sale,"duplicate (34-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Source/PaymentAction.php, 34-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Source/PaymentAction.php)"
"There was an error connecting to the Paypal server: %s","There was an error connecting to the Paypal server: %s","duplicate (36-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Express.php, 36-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Express.php)"
"There was an error during communication with Paypal: %s - %s","There was an error during communication with Paypal: %s - %s","duplicate (40-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Express.php, 40-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Express.php)"
Visa,Visa,"duplicate (322-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Api/Abstract.php, 322-/home/vasily/dev/magento/app/code/core/Mage/Paypal//Model/Api/Abstract.php)"
