All,All,"duplicate (135-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Advanced/Form.php, 135-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Advanced/Form.php)"
"Catalog Advanced Search","Catalog Advanced Search","duplicate (41-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Advanced/Result.php, 33-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Advanced/Form.php, 44-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Advanced/Form.php, 41-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Advanced/Result.php, 33-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Advanced/Form.php, 44-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Advanced/Form.php, 29-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalogsearch//advanced/form.phtml)"
"Go to Home Page","Go to Home Page","duplicate (37-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Advanced/Result.php, 40-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Advanced/Form.php, 47-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Result.php, 37-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Advanced/Result.php, 40-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Advanced/Form.php, 47-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Result.php)"
Home,Home,"duplicate (36-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Advanced/Result.php, 39-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Advanced/Form.php, 46-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Result.php, 36-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Advanced/Result.php, 39-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Advanced/Form.php, 46-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Result.php)"
List,List,"duplicate (57-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Result.php, 57-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Result.php)"
Name,Name,"duplicate (56-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Result.php, 56-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Result.php)"
Price,Price,"duplicate (56-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Result.php, 56-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Result.php)"
Results,Results,"duplicate (44-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Advanced/Result.php, 44-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Advanced/Result.php)"
Search,Search,"duplicate (63-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalogsearch//advanced/form.phtml, 24-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalogsearch//form.mini.phtml)"
"Search entire store here...","Search entire store here...","duplicate (21-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalogsearch//form.mini.phtml, 24-/home/vasily/dev/magento/app/design/frontend/default/default/template/catalogsearch//form.mini.phtml)"
"Search results for: '%s'","Search results for: '%s'","duplicate (51-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Result.php, 51-/home/vasily/dev/magento/app/code/core/Mage/CatalogSearch//Block/Result.php)"
